City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,vyshniy volochek,57.5913,34.5645,10.5,63,47,4.2,RU,1685205448
364,al qusayr,34.5091,36.5798,27.01,29,100,0.9,SY,1685205449
365,port macquarie,-31.4333,152.9167,6.61,74,0,2.82,AU,1685205235
366,boa vista,2.8197,-60.6733,30.99,62,40,2.57,BR,1685205449
367,yermakovskoye,53.2831,92.4003,6.55,69,60,0.82,RU,1685205449
368,mandal,25.45,74.5667,30.03,44,14,5.1,IN,1685205449
369,dwarka,22.2394,68.9678,28.33,87,5,9.02,IN,1685205449
370,tumut,-35.3,148.2167,4.12,77,62,2.16,AU,1685205449
371,waingapu,-9.6567,120.2641,22.76,79,3,3.75,ID,1685205450
372,cooper's town,26.8667,-77.5167,26.0,68,4,2.21,BS,1685205450
373,el matama,16.7095,33.3565,39.84,11,0,3.15,SD,1685205455
374,acarau,-2.8856,-40.12,28.4,76,64,6.2,BR,1685205455
375,suhbaatar,50.2314,106.2078,7.03,55,53,2.2,MN,1685205455
376,cabedelo,-6.9811,-34.8339,30.37,69,67,4.96,BR,1685205455
377,kenai,60.5544,-151.2583,9.46,63,100,6.69,US,1685205456
378,luderitz,-26.6481,15.1594,12.55,81,0,3.97,NA,1685205456
379,arroyo,41.6096,-4.7969,23.66,63,40,7.2,ES,1685205456
380,furmanov,57.2508,41.1058,14.51,79,74,3.82,RU,1685205456
381,mazagao,-0.115,-51.2894,29.03,92,94,2.76,BR,1685205456
382,santo tome,-31.6627,-60.7653,18.92,42,6,6.71,AR,1685205456
383,xai-xai,-25.0519,33.6442,21.98,86,100,0.78,MZ,1685205456
384,luwuk,-0.9516,122.7875,24.65,88,64,0.92,ID,1685205457
385,kabanjahe,3.1001,98.4908,16.6,97,63,1.39,ID,1685205457
386,mesquite,32.7668,-96.5992,28.69,54,0,0.89,US,1685205457
387,castres,43.5833,2.1667,28.56,53,18,0.0,FR,1685205457
388,novoselitskoye,44.7508,43.4369,19.73,73,70,1.64,RU,1685205457
389,laojunmiao,39.8333,97.7333,13.29,34,100,4.79,CN,1685205457
390,cidreira,-30.1811,-50.2056,20.69,90,100,5.55,BR,1685205458
391,gannan,47.9147,123.5031,11.12,43,5,3.21,CN,1685205458
392,sokcho,38.2083,128.5911,16.34,100,100,1.03,KR,1685205458
393,paraparaumu,-40.9167,175.0167,13.47,84,68,3.22,NZ,1685205458
394,la tuque,47.4334,-72.7824,24.14,27,73,2.06,CA,1685205458
395,acapulco de juarez,16.8634,-99.8901,32.9,46,20,1.54,MX,1685205427
396,minas de marcona,-15.2119,-75.1103,18.71,66,100,5.78,PE,1685205458
397,colatina,-19.5394,-40.6306,29.37,41,0,0.34,BR,1685205326
398,alta,69.9689,23.2717,6.59,45,80,3.6,NO,1685205459
399,kesinga,20.2,83.2333,33.7,23,57,1.56,IN,1685205459
400,assab,13.0092,42.7394,31.18,70,23,8.37,ER,1685205459
401,vila do maio,15.1333,-23.2167,28.44,84,84,6.12,CV,1685205459
402,khatima,28.9167,79.9667,26.26,44,18,2.22,IN,1685205459
403,papao,-17.75,-149.55,24.82,74,25,10.45,PF,1685205460
404,sittwe,20.15,92.9,28.64,81,2,2.67,MM,1685205460
405,warrenton,-28.114,24.8475,17.12,24,33,3.26,ZA,1685205460
406,pathein,16.7833,94.7333,27.94,82,63,3.28,MM,1685205460
407,funtua,11.5233,7.3081,33.17,36,72,3.7,NG,1685205460
408,torghay,49.6339,63.4981,19.92,34,1,3.28,KZ,1685205460
409,lerwick,60.1545,-1.1494,11.0,74,23,12.48,GB,1685205461
410,callao,-12.0667,-77.15,23.73,68,100,4.12,PE,1685205461
411,al fulah,11.7329,28.3579,35.52,23,38,3.19,SD,1685205461
412,flin flon,54.7682,-101.865,9.91,100,75,1.54,CA,1685205461
413,nabire,-3.3667,135.4833,24.49,94,98,1.85,ID,1685205461
414,manaure,11.7751,-72.4445,31.11,63,82,4.28,CO,1685205461
415,daru,-9.0763,143.2092,25.81,81,94,5.44,PG,1685205461
416,limoux,42.9167,2.1667,26.19,86,66,2.79,FR,1685205462
417,karratha,-20.7377,116.8463,21.14,33,91,4.88,AU,1685205462
418,peshtera,42.0333,24.3,22.31,86,73,0.73,BG,1685205462
419,chahal guatemala,15.75,-89.5667,31.89,44,97,2.15,GT,1685205462
420,emkhomazi,-30.2067,30.7978,19.6,82,26,5.36,ZA,1685205462
421,tsetserleg,47.475,101.4542,2.38,83,41,0.74,MN,1685205462
422,taipei,25.0478,121.5319,26.14,71,20,5.14,TW,1685205190
423,pedro ii,-4.4247,-41.4586,26.79,57,78,2.72,BR,1685205463
424,banket,-17.3833,30.4,17.5,37,0,3.22,ZW,1685205463
425,tromso,69.6496,18.957,7.01,53,40,4.12,NO,1685205463
426,girvan,55.2426,-4.8555,15.0,72,97,5.59,GB,1685205463
427,oshakati,-17.7833,15.6833,31.01,28,46,2.7,NA,1685205463
428,culiacan,24.7994,-107.3897,28.82,39,20,3.09,MX,1685205251
429,laguna,38.421,-121.4238,18.9,73,0,4.63,US,1685205463
430,gamba,-2.65,10.0,25.41,84,100,3.84,GA,1685205464
431,rikaze,29.25,88.8833,9.5,41,43,3.14,CN,1685205464
432,cannonvale,-20.2833,148.7,18.66,75,1,3.89,AU,1685205464
433,kamyzyak,46.11,48.0736,26.68,41,20,1.0,RU,1685205464
434,atar,20.5169,-13.0499,33.82,33,97,4.62,MR,1685205464
435,san cristobal,7.7669,-72.225,27.1,44,59,2.25,VE,1685205464
436,extrema,-22.8547,-46.3183,24.24,45,34,3.21,BR,1685205465
437,la ronge,55.1001,-105.2842,12.12,87,40,3.09,CA,1685205465
438,strezhevoy,60.7333,77.5889,14.16,43,16,3.64,RU,1685205465
439,roccella ionica,38.322,16.4009,20.52,79,92,3.5,IT,1685205465
440,santa barbara,34.7333,-120.0343,15.55,80,100,2.06,US,1685205365
441,orcopampa,-15.2661,-72.3417,12.51,54,100,2.53,PE,1685205465
442,kulhudhuffushi,6.6221,73.07,29.39,74,9,6.11,MV,1685205465
443,takai,11.5833,9.1167,38.95,22,49,4.06,NG,1685205465
444,guiberoua,6.2392,-6.1727,30.91,64,98,0.66,CI,1685205466
445,nizhnesortymskiy,62.4397,71.7603,12.93,81,73,4.35,RU,1685205466
446,morden,49.1919,-98.1014,25.05,43,81,2.57,CA,1685205466
447,mumford,5.2618,-0.759,28.22,81,100,5.46,GH,1685205466
448,stawell,-37.05,142.7667,9.3,85,100,4.84,AU,1685205466
449,annan,54.9884,-3.2565,18.71,74,99,4.59,GB,1685205466
450,manado,1.487,124.8455,25.43,88,20,1.54,ID,1685205467
451,zakynthos,37.7914,20.8953,27.62,39,20,2.57,GR,1685205467
452,selizharovo,56.8519,33.4487,10.85,56,47,4.56,RU,1685205467
453,villa gesell,-37.2639,-56.973,11.79,52,25,8.89,AR,1685205467
454,rabo de peixe,37.8,-25.5833,18.73,63,75,6.69,PT,1685205467
455,polokwane,-23.9045,29.4688,15.47,72,100,4.12,ZA,1685205467
456,khanty-mansiysk,61.0042,69.0019,14.06,88,20,4.0,RU,1685205467
457,lucas,41.6501,-83.6666,24.52,44,0,3.6,US,1685205468
458,isperih,43.7167,26.8333,15.77,91,99,2.64,BG,1685205468
459,les cayes,18.2,-73.75,30.15,65,97,5.91,HT,1685205468
460,dunedin,-45.8742,170.5036,11.0,74,1,3.13,NZ,1685205468
461,kotido,2.9806,34.1331,24.95,47,87,4.57,UG,1685205468
462,sierra grande,-41.606,-65.3557,8.83,23,0,4.92,AR,1685205468
463,luanco,43.6152,-5.7934,22.48,83,56,3.5,ES,1685205469
464,valdivia,-39.8142,-73.2459,6.05,65,42,1.89,CL,1685205469
465,murghob,38.1702,73.9667,2.84,25,36,2.52,TJ,1685205469
466,beloyarskiy,63.7119,66.6722,17.45,80,83,4.49,RU,1685205469
467,byureghavan,40.3149,44.594,14.56,74,75,3.65,AM,1685205469
468,armacao de buzios,-22.7469,-41.8817,29.03,72,10,5.75,BR,1685205365
469,buka,40.8108,69.1986,22.4,23,0,2.9,UZ,1685205470
470,kalmunai,7.4167,81.8167,28.57,78,8,1.4,LK,1685205470
471,bel ombre,-4.6167,55.4167,27.91,69,20,6.69,SC,1685205470
472,peace river,56.2501,-117.286,19.17,63,75,2.57,CA,1685205470
473,wangaratta,-36.3667,146.3333,8.04,92,100,1.38,AU,1685205470
474,luwingu,-10.2621,29.9271,17.13,57,48,1.56,ZM,1685205470
475,macapa,0.0389,-51.0664,28.99,79,75,2.06,BR,1685205470
476,san andres,12.5847,-81.7006,32.01,62,20,3.09,CO,1685205471
477,pitimbu,-7.4706,-34.8086,30.33,67,75,4.43,BR,1685205471
478,severo-yeniseyskiy,60.3725,93.0408,1.94,85,80,1.62,RU,1685205471
479,az zuwaytinah,30.9522,20.1202,20.49,70,35,8.69,LY,1685205471
480,ibarreta,-25.2144,-59.8585,27.46,68,100,3.01,AR,1685205471
481,umm as sahik,26.6536,49.9164,36.1,45,0,3.37,SA,1685205471
482,afaahiti,-17.75,-149.2833,23.93,73,72,9.26,PF,1685205471
483,saint-felix-de-valois,46.1668,-73.4324,23.36,41,19,4.47,CA,1685205472
484,saldanha,-33.0117,17.9442,13.03,65,0,4.45,ZA,1685205472
485,kulpahar,25.3167,79.65,33.26,35,31,2.52,IN,1685205472
486,coari,-4.085,-63.1414,32.74,53,76,2.12,BR,1685205472
487,mahina,-17.5065,-149.489,24.87,78,20,2.57,PF,1685205472
488,fort bragg,35.139,-79.006,14.9,93,100,8.23,US,1685205283
489,los altos,37.3852,-122.1141,18.59,70,100,3.6,US,1685205472
490,sweetwater,25.7634,-80.3731,30.01,70,40,4.12,US,1685205354
491,jaen,38.0,-3.5,17.17,83,100,2.51,ES,1685205473
492,bella vista,36.4295,-94.2316,25.29,44,0,2.57,US,1685205241
493,salym,60.0625,71.4789,10.24,89,88,1.45,RU,1685205473
494,prince rupert,54.3161,-130.3201,10.83,77,0,3.09,CA,1685205320
495,oriximina,-1.7656,-55.8661,32.29,53,100,2.58,BR,1685205473
496,ancud,-41.8697,-73.8203,7.62,65,2,3.25,CL,1685205473
497,nazare,-13.035,-39.0144,26.16,78,59,3.63,BR,1685205474
498,igreja,15.0333,-24.3333,23.54,80,100,5.87,CV,1685205474
499,beau vallon,-20.4189,57.6953,24.13,83,75,2.57,MU,1685205474
500,leova,46.4786,28.2553,18.41,80,100,2.2,MD,1685205474
501,tambacounda,13.7539,-13.7586,43.03,19,91,3.09,SN,1685205474
502,polyarnyy,69.1989,33.4478,8.01,45,100,1.44,RU,1685205474
503,kayangel,8.0823,134.7173,28.47,81,100,11.02,PW,1685205474
504,cidade velha,14.9167,-23.6167,28.26,51,75,10.29,CV,1685205475
505,fort-shevchenko,44.5086,50.263,26.34,36,77,9.12,KZ,1685205475
506,goundi,9.3627,17.366,32.14,46,33,2.59,TD,1685205475
507,kiama,-34.6833,150.8667,9.21,68,0,3.58,AU,1685205475
508,jalai nur,49.45,117.7,7.77,56,2,3.7,CN,1685205475
509,porbandar,21.6422,69.6093,28.26,85,3,7.12,IN,1685205475
510,el calafate,-50.3408,-72.2768,2.55,67,100,4.05,AR,1685205475
511,al hazm,16.1641,44.7769,27.91,45,94,5.42,YE,1685205476
512,prince albert,53.2001,-105.7677,12.97,88,100,6.69,CA,1685205476
513,ar rutbah,33.0381,40.2848,31.03,13,62,2.24,IQ,1685205476
514,vernon,50.2581,-119.2691,21.63,49,32,1.54,CA,1685205476
515,ribas do rio pardo,-20.4431,-53.7592,29.49,45,95,2.42,BR,1685205215
516,maralal,1.0968,36.698,16.3,69,97,4.96,KE,1685205476
517,leninsk-kuznetsky,54.6567,86.1737,7.72,83,43,4.45,RU,1685205476
518,waddan,29.1614,16.139,26.5,28,3,8.25,LY,1685205476
519,talakan,50.3167,130.3667,7.03,94,99,2.59,RU,1685205477
520,san luis de la loma,17.2706,-100.8939,32.23,54,28,3.97,MX,1685205477
521,labytnangi,66.6572,66.4183,13.48,63,100,8.38,RU,1685205477
522,mhamid,29.82,-5.72,30.39,12,16,9.96,MA,1685205477
523,kralendijk,12.15,-68.2667,31.99,62,40,7.2,BQ,1685205477
524,igarka,67.4667,86.5833,7.96,86,9,4.53,RU,1685205477
525,siwa oasis,29.2041,25.5195,29.37,27,3,8.48,EG,1685205478
526,peterhead,57.5058,-1.7981,18.22,80,66,8.33,GB,1685205478
527,ulsteinvik,62.3432,5.8487,11.1,86,100,9.39,NO,1685205478
528,guiuan,11.0333,125.7247,28.11,79,100,6.68,PH,1685205478
529,isangel,-19.55,169.2667,22.9,78,64,2.03,VU,1685205478
530,okha,53.5739,142.9478,0.32,95,100,5.58,RU,1685205478
531,gao,16.6362,1.637,42.03,8,66,7.41,ML,1685205478
532,bonthe,7.5264,-12.505,29.38,74,91,5.39,SL,1685205479
533,didim,37.3756,27.2678,25.78,71,96,6.07,TR,1685205479
534,quellon,-43.1167,-73.6167,7.14,70,40,2.06,CL,1685205479
535,salekhard,66.53,66.6019,13.85,74,100,8.11,RU,1685205479
536,north platte,41.1239,-100.7654,20.62,79,100,8.49,US,1685205262
537,inhambane,-23.865,35.3833,22.99,68,40,0.0,MZ,1685205479
538,qarqaraly,49.4058,75.4742,8.44,43,54,4.32,KZ,1685205479
539,enewetak,11.3474,162.3373,27.71,79,97,7.42,MH,1685205479
540,bechar,31.6167,-2.2167,30.18,14,20,3.09,DZ,1685205480
541,ada,43.4166,-116.1262,18.49,59,0,1.54,US,1685205480
542,qalat,32.1058,66.9083,26.14,10,100,4.49,AF,1685205480
543,dalbandin,28.8947,64.4101,33.73,14,93,6.95,PK,1685205480
544,guanica,17.9716,-66.908,32.61,70,30,6.46,PR,1685205480
545,mindelo,16.8901,-24.9804,26.75,61,75,11.32,CV,1685205480
546,kapa'a,22.0752,-159.319,21.18,82,20,2.57,US,1685205480
547,makokou,0.5738,12.8642,24.19,96,100,1.16,GA,1685205481
548,kiruna,67.8557,20.2251,4.51,75,100,7.2,SE,1685205481
549,raja,8.4596,25.678,27.83,60,95,3.36,SS,1685205481
550,vanino,49.0869,140.2543,8.58,76,74,1.49,RU,1685205481
551,gilgit,35.9221,74.3087,16.93,47,16,1.07,PK,1685205481
552,taiyuan,37.8694,112.5603,14.92,82,100,2.0,CN,1685205481
553,yallahs,17.8748,-76.5624,31.01,71,87,3.86,JM,1685205481
554,itaituba,-4.2761,-55.9836,34.09,55,40,3.6,BR,1685205482
555,pinjaur,30.7972,76.9172,24.92,52,41,2.96,IN,1685205482
556,vengerovo,55.6848,76.7471,10.06,51,1,2.76,RU,1685205482
557,meybod,32.2501,54.0166,31.01,20,0,0.07,IR,1685205482
558,wanning,18.8003,110.3967,26.67,88,16,1.35,CN,1685205482
559,nguruka,-5.1092,31.0419,21.17,63,43,1.63,TZ,1685205483
560,wendouree,-37.55,143.8333,8.04,95,93,1.79,AU,1685205483
561,puerto baquerizo moreno,-0.9,-89.6,28.55,79,40,7.2,EC,1685205483
562,botad,22.1667,71.6667,31.31,54,1,8.56,IN,1685205478
563,san angelo,31.4638,-100.437,26.73,63,75,5.66,US,1685205483
564,yozgat,39.5833,35.3333,17.36,53,69,2.28,TR,1685205306
565,brookings,44.3114,-96.7984,24.14,30,0,7.2,US,1685205483
566,taunggyi,20.7833,97.0333,19.85,58,6,1.46,MM,1685205484
567,lycksele,64.5954,18.6735,12.93,50,75,4.63,SE,1685205484
568,yaren,-0.5472,166.916,28.6,75,17,3.21,NR,1685205484
569,sanshui,23.1549,112.8916,28.99,20,4,2.35,CN,1685205484
570,tadine,-21.55,167.8833,22.65,69,37,2.8,NC,1685205484
571,yung shue wan,22.2333,114.1167,28.65,81,17,5.39,HK,1685205485
572,shagonar,51.5333,92.8,8.34,49,95,2.37,RU,1685205485
573,vredendal,-31.6683,18.5012,12.37,58,0,4.27,ZA,1685205485
574,almagro,38.8894,-3.7113,15.41,95,75,4.63,ES,1685205485
575,panaba,21.2833,-88.2667,34.18,33,2,2.05,MX,1685205485
576,kokshetau,53.2775,69.3883,16.56,36,79,2.54,KZ,1685205485
577,rabigh,22.7986,39.0349,30.72,60,0,1.21,SA,1685205486
578,gabrovo,42.8747,25.3342,15.71,83,96,1.16,BG,1685205486
579,el nido,11.1858,119.3956,27.89,81,91,5.0,PH,1685205486
580,sodankyla,67.4167,26.6,9.81,37,76,4.9,FI,1685205486
581,hasaki,35.7333,140.8333,17.9,71,97,5.44,JP,1685205486
582,thinadhoo,0.5333,72.9333,28.85,73,100,2.64,MV,1685205486
583,castillos,-34.1667,-53.8333,17.09,43,47,6.88,UY,1685205267
584,kataba,13.9833,44.3833,19.78,72,36,1.6,YE,1685205487
